name,age,sex,love_in,love_out_land,love_out_sky,city,area,building
张三84,82,男,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三85,56,男,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三86,85,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三87,41,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三88,95,女,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三89,94,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三90,88,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三91,84,女,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三92,53,女,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三93,45,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三94,36,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三95,29,女,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三96,43,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三97,17,男,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三98,56,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三99,89,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三100,100,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三101,74,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三102,17,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三103,30,男,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三104,78,男,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三105,23,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三106,92,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三107,65,女,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三108,13,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三109,38,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三110,79,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三111,17,男,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三112,25,男,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三113,28,男,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三114,46,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三115,14,女,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三116,21,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三117,69,女,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三118,48,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三119,63,男,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三120,10,女,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三121,90,男,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三122,54,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三123,45,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三124,54,男,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三125,61,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三126,19,女,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三127,95,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三128,99,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三129,36,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三130,61,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三131,98,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三132,74,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三133,52,男,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三134,40,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三135,88,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三136,72,男,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三137,66,女,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三138,58,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三139,26,女,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三140,22,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三141,58,女,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三142,55,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三143,69,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三144,98,男,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三145,21,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三146,52,男,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三147,39,女,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三148,56,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三149,76,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三150,83,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三151,10,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三152,64,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三153,13,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三154,30,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三155,11,女,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三156,47,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三157,54,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三158,47,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三159,98,男,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三160,79,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三161,47,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三162,30,女,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三163,67,女,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三164,39,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三165,13,男,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三166,37,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三167,28,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三168,14,男,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三169,54,女,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三170,75,女,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三171,19,女,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三172,33,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三173,22,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三174,71,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三175,99,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三176,38,男,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三177,32,男,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三178,39,女,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三179,42,男,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三180,63,男,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三181,40,女,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三182,35,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三183,59,女,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三184,94,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三185,91,男,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三186,44,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三187,38,男,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三188,70,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三189,80,女,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三190,66,男,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三191,89,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三192,100,男,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三193,79,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三194,29,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三195,24,女,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三196,75,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三197,90,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三198,25,男,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三199,17,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三200,60,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三201,80,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三202,100,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三203,19,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三204,46,女,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三205,19,男,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三206,91,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三207,46,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三208,51,女,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三209,46,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三210,44,男,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三211,96,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三212,37,女,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三213,69,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三214,60,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三215,92,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三216,36,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三217,88,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三218,43,男,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三219,93,男,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三220,75,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三221,95,男,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三222,91,男,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三223,79,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三224,65,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三225,54,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三226,56,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三227,37,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三228,58,女,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三229,21,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三230,78,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三231,65,女,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三232,18,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三233,42,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三234,11,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三235,21,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三236,94,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三237,32,女,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三238,17,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三239,59,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三240,56,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三241,72,女,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三242,68,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三243,68,女,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三244,46,女,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三245,92,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三246,66,女,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三247,28,男,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三248,67,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三249,85,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三250,73,男,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三251,45,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三252,78,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三253,80,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三254,48,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三255,81,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三256,78,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三257,28,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三258,51,男,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三259,91,女,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三260,10,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三261,58,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三262,95,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三263,26,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三264,59,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三265,40,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三266,16,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三267,71,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三268,11,男,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三269,54,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三270,17,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三271,83,女,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三272,36,女,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三273,36,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三274,42,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三275,25,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三276,32,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三277,34,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三278,30,男,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三279,25,女,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三280,83,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三281,67,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三282,57,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三283,53,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三284,82,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三285,88,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三286,65,女,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三287,14,女,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三288,57,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三289,23,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三290,79,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三291,98,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三292,14,男,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三293,74,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三294,98,男,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三295,60,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三296,95,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三297,76,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三298,51,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三299,47,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三300,47,男,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三301,100,女,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三302,79,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三303,14,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三304,23,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三305,11,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三306,76,女,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三307,94,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三308,90,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三309,69,女,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三310,72,女,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三311,24,女,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三312,61,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三313,65,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三314,91,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三315,37,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三316,82,女,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三317,88,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三318,69,男,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三319,27,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三320,28,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三321,99,男,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三322,56,女,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三323,84,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三324,47,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三325,16,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三326,79,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三327,46,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三328,95,男,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三329,17,女,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三330,45,男,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三331,40,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三332,74,女,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三333,36,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三334,11,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三335,68,男,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三336,89,男,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三337,88,女,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三338,48,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三339,39,女,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三340,21,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三341,65,男,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三342,82,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三343,46,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三344,49,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三345,60,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三346,33,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三347,80,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三348,47,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三349,87,女,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三350,14,女,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三351,95,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三352,95,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三353,26,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三354,55,男,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三355,23,女,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三356,30,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三357,45,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三358,98,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三359,67,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三360,31,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三361,88,男,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三362,46,男,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三363,83,男,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三364,87,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三365,19,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三366,81,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三367,20,女,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三368,46,男,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三369,46,女,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三370,45,女,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三371,74,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三372,91,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三373,14,男,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三374,90,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三375,61,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三376,28,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三377,66,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三378,12,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三379,62,男,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三380,21,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三381,30,女,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三382,70,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三383,94,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三384,18,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三385,39,男,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三386,37,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三387,72,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三388,79,男,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三389,35,男,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三390,51,女,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三391,20,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
