name,age,sex,love_in,love_out_land,love_out_sky,city,area,building
张三79,56,男,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三80,92,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三81,14,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三82,98,男,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三83,25,女,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三84,75,男,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三85,67,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三86,19,男,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三87,79,男,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三88,87,女,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三89,15,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三90,93,女,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三91,62,女,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三92,86,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三93,48,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三94,74,男,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三95,98,女,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三96,43,女,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三97,12,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三98,89,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三99,33,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三100,51,女,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三101,79,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三102,97,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三103,18,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三104,61,女,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三105,35,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三106,57,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三107,13,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三108,63,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三109,32,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三110,83,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三111,38,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三112,44,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三113,94,女,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三114,46,男,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三115,53,女,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三116,12,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三117,13,女,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三118,24,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三119,65,女,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三120,92,女,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三121,72,女,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三122,41,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三123,28,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三124,31,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三125,47,男,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三126,33,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三127,32,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三128,97,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三129,41,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三130,100,女,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三131,79,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三132,88,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三133,99,男,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三134,10,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三135,85,男,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三136,83,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三137,69,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三138,15,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三139,20,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三140,98,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三141,13,女,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三142,57,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三143,14,女,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三144,95,女,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三145,95,女,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三146,18,女,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三147,21,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三148,70,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三149,55,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三150,48,女,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三151,41,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三152,37,女,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三153,78,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三154,42,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三155,86,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三156,11,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三157,86,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三158,46,男,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三159,26,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三160,86,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三161,65,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三162,87,女,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三163,22,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三164,94,女,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三165,58,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三166,83,男,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三167,22,男,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三168,50,女,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三169,24,女,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三170,94,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三171,38,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三172,70,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三173,67,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三174,66,女,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三175,19,女,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三176,43,女,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三177,97,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三178,15,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三179,26,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三180,31,男,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三181,25,男,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三182,80,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三183,10,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三184,89,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三185,37,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三186,72,男,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三187,98,男,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三188,71,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三189,54,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三190,64,女,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三191,18,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三192,46,女,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三193,34,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三194,93,女,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三195,50,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三196,40,男,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三197,82,男,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三198,77,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三199,69,男,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三200,93,男,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三201,38,女,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三202,98,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三203,11,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三204,87,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三205,15,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三206,83,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三207,100,男,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三208,58,男,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三209,90,男,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三210,74,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三211,98,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三212,73,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三213,98,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三214,60,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三215,48,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三216,60,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三217,57,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三218,16,女,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三219,85,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三220,36,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三221,84,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三222,35,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三223,98,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三224,86,男,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三225,59,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三226,94,女,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三227,51,女,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三228,79,女,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三229,30,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三230,69,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三231,72,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三232,18,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三233,69,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三234,81,女,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三235,36,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三236,88,女,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三237,64,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三238,49,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三239,81,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三240,18,男,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三241,23,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三242,46,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三243,100,男,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三244,55,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三245,50,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三246,27,女,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三247,77,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三248,37,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三249,97,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三250,90,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三251,35,女,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三252,47,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三253,70,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三254,60,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三255,89,女,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三256,80,女,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三257,37,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三258,64,男,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三259,89,男,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三260,38,男,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三261,12,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三262,30,男,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三263,25,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三264,92,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三265,17,男,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三266,14,男,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三267,77,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三268,93,女,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三269,67,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三270,45,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三271,97,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三272,83,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三273,18,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三274,56,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三275,61,男,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三276,39,女,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三277,61,女,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三278,52,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三279,62,女,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三280,37,男,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三281,64,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三282,60,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三283,53,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三284,52,女,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三285,80,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三286,19,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三287,83,女,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三288,41,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三289,35,男,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三290,58,男,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三291,100,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三292,36,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三293,45,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三294,49,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三295,95,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三296,43,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三297,55,男,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三298,58,男,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三299,78,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三300,59,女,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三301,41,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三302,46,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三303,31,男,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三304,89,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三305,29,女,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三306,23,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三307,10,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三308,22,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三309,36,男,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三310,80,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三311,72,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三312,55,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三313,77,女,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三314,42,女,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三315,84,女,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三316,77,女,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三317,41,女,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三318,59,女,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三319,47,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三320,85,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三321,62,男,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三322,76,男,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三323,10,男,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三324,30,女,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三325,26,男,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三326,40,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三327,63,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三328,82,男,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三329,73,女,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三330,74,男,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三331,19,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三332,23,女,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三333,26,女,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三334,54,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三335,66,男,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三336,68,女,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三337,16,女,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三338,12,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三339,16,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三340,88,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三341,23,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三342,69,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三343,67,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三344,68,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三345,99,女,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三346,30,男,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三347,84,男,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三348,14,男,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三349,87,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三350,32,女,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三351,43,女,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三352,55,女,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三353,93,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三354,18,女,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三355,26,女,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三356,75,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三357,94,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三358,45,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三359,61,女,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三360,45,男,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三361,100,男,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三362,19,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三363,82,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三364,18,男,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三365,91,女,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三366,79,男,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三367,49,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三368,65,女,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三369,50,女,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三370,92,女,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三371,59,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三372,35,女,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三373,13,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三374,24,男,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三375,58,女,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三376,39,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三377,36,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三378,76,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三379,51,男,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三380,76,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三381,16,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三382,45,男,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三383,77,女,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三384,90,女,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三385,47,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三386,78,女,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三387,30,男,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三388,77,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三389,79,男,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三390,48,女,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三391,20,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
