name,age,sex,love_in,love_out_land,love_out_sky,city,area,building
张三114,89,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三115,26,男,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三116,71,女,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三117,35,男,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三118,32,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三119,94,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三120,14,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三121,90,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三122,33,女,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三123,59,女,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三124,42,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三125,99,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三126,43,男,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三127,95,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三128,63,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三129,72,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三130,49,男,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三131,34,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三132,76,男,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三133,70,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三134,88,男,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三135,100,男,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三136,90,女,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三137,78,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三138,93,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三139,75,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三140,37,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三141,80,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三142,36,男,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三143,53,女,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三144,12,女,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三145,92,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三146,84,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三147,22,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三148,59,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三149,54,女,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三150,12,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三151,56,女,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三152,23,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三153,65,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三154,14,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三155,56,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三156,53,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三157,11,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三158,13,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三159,20,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三160,26,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三161,37,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三162,38,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三163,91,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三164,47,女,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三165,90,男,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三166,50,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三167,20,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三168,36,男,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三169,33,女,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三170,29,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三171,94,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三172,38,女,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三173,35,女,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三174,56,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三175,18,男,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三176,19,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三177,22,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三178,36,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三179,12,女,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三180,42,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三181,39,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三182,61,男,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三183,81,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三184,26,女,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三185,69,男,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三186,50,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三187,64,女,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三188,61,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三189,58,女,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三190,37,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三191,91,女,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三192,68,男,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三193,66,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三194,84,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三195,34,女,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三196,86,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三197,50,男,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三198,78,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三199,64,女,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三200,97,女,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三201,40,男,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三202,50,男,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三203,70,女,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三204,33,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三205,15,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三206,39,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三207,24,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三208,39,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三209,40,女,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三210,23,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三211,12,男,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三212,64,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三213,29,女,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三214,57,女,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三215,12,男,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三216,73,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三217,14,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三218,75,男,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三219,54,男,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三220,18,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三221,89,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三222,36,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三223,69,男,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三224,18,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三225,14,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三226,74,女,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三227,67,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三228,68,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三229,81,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三230,52,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三231,29,女,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三232,59,女,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三233,83,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三234,87,男,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三235,29,男,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三236,67,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三237,56,女,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三238,23,女,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三239,58,女,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三240,86,女,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三241,49,女,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三242,11,男,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三243,22,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三244,61,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三245,24,男,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三246,77,男,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三247,27,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三248,74,男,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三249,68,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三250,93,女,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三251,30,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三252,30,女,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三253,69,男,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三254,61,男,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三255,34,男,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三256,35,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三257,57,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三258,10,男,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三259,27,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三260,75,女,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三261,17,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三262,30,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三263,59,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三264,73,女,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三265,30,男,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三266,41,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三267,82,女,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三268,17,男,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三269,25,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三270,67,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三271,67,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三272,57,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三273,93,女,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三274,50,女,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三275,47,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三276,15,男,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三277,90,女,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三278,71,男,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三279,83,女,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三280,60,男,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三281,41,男,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三282,90,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三283,38,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三284,67,女,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三285,59,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三286,98,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三287,29,女,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三288,59,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三289,58,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三290,70,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三291,95,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三292,24,男,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三293,90,女,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三294,85,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三295,15,女,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三296,36,女,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三297,50,女,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三298,62,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三299,60,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三300,82,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三301,33,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三302,73,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三303,72,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三304,43,女,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三305,48,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三306,34,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三307,61,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三308,81,女,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三309,100,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三310,78,女,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三311,28,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三312,65,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三313,83,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三314,77,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三315,94,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三316,68,女,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三317,83,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三318,22,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三319,66,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三320,40,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三321,100,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三322,24,女,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三323,91,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三324,71,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三325,79,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三326,36,女,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三327,60,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三328,90,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三329,45,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三330,64,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三331,15,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三332,50,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三333,63,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三334,24,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三335,89,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三336,65,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三337,30,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三338,87,女,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三339,43,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三340,16,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三341,68,男,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三342,34,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三343,81,男,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三344,94,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三345,50,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三346,71,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三347,60,男,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三348,20,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三349,38,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三350,80,女,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三351,22,女,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三352,39,女,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三353,86,女,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三354,43,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三355,92,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三356,21,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三357,89,女,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三358,69,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三359,78,男,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三360,78,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三361,64,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三362,44,女,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三363,21,男,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三364,67,女,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三365,18,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三366,73,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三367,27,女,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三368,47,女,羽毛球,爬山,跳伞,深圳,区域名称,小区名
张三369,16,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三370,15,男,乒乓球,跑步,跳伞,深圳,区域名称,小区名
张三371,67,男,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三372,73,男,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三373,77,女,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三374,71,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三375,63,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三376,32,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三377,94,男,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三378,58,女,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三379,41,男,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三380,14,男,乒乓球,跑步,跳伞,上海,区域名称,小区名
张三381,91,男,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三382,27,女,羽毛球,跑步,跳伞,上海,区域名称,小区名
张三383,41,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名
张三384,76,女,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三385,48,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三386,86,男,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三387,39,女,羽毛球,爬山,跳伞,上海,区域名称,小区名
张三388,100,女,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三389,55,女,羽毛球,跑步,跳伞,深圳,区域名称,小区名
张三390,78,男,乒乓球,爬山,跳伞,上海,区域名称,小区名
张三391,72,女,乒乓球,爬山,跳伞,深圳,区域名称,小区名
